epoch,train_loss,train_accuracy,test_accuracy
1,1.388468517197503,0.2819940476190476,0.3784722222222222
2,1.3635892489599803,0.32490079365079366,0.3715277777777778
3,1.3420106834835477,0.3618551587301587,0.3645833333333333
4,1.3150173274297563,0.40625,0.3854166666666667
5,1.2905513577991061,0.44518849206349204,0.3854166666666667
6,1.2699656354056463,0.46875,0.4201388888888889
7,1.2532912587362623,0.4868551587301587,0.4305555555555556
8,1.240647864720178,0.4990079365079365,0.4201388888888889
9,1.2250419968650454,0.5218253968253969,0.4444444444444444
10,1.2138449559136042,0.5381944444444444,0.4652777777777778
11,1.201686726676093,0.5493551587301587,0.4930555555555556
12,1.1905803283055623,0.5647321428571429,0.4965277777777778
13,1.181422926130749,0.5689484126984127,0.4965277777777778
14,1.1792763131005424,0.5629960317460317,0.46875
15,1.1641586735135032,0.5939980158730159,0.5
16,1.154586875249469,0.5907738095238095,0.5069444444444444
17,1.150956218204801,0.5972222222222222,0.46875
18,1.1448623358257233,0.6086309523809523,0.4930555555555556
19,1.1372882279138716,0.6135912698412699,0.4791666666666667
20,1.1410257286495633,0.6103670634920635,0.4548611111111111
21,1.1288241942723591,0.6242559523809523,0.5138888888888888
22,1.1202743185891046,0.6326884920634921,0.5
23,1.123198429743449,0.626984126984127,0.4479166666666667
24,1.1181135537132385,0.6314484126984127,0.4791666666666667
25,1.11866913901435,0.6324404761904762,0.5277777777777778
26,1.119860363385034,0.626984126984127,0.4756944444444444
27,1.1081156162988572,0.6393849206349206,0.5277777777777778
28,1.1078342502079312,0.6428571428571429,0.4895833333333333
29,1.1027821567323473,0.6475694444444444,0.4375
30,1.098638551575797,0.65625,0.5
31,1.0976029766930475,0.6512896825396826,0.4965277777777778
32,1.0968684071586245,0.6537698412698413,0.46875
33,1.0981253290933275,0.6453373015873016,0.53125
34,1.0941296967249068,0.6550099206349206,0.4895833333333333
35,1.0884015541228036,0.6592261904761905,0.46875
36,1.0872911631114899,0.6661706349206349,0.5173611111111112
37,1.0826166697910853,0.6659226190476191,0.4791666666666667
38,1.091950779869443,0.6502976190476191,0.5138888888888888
39,1.0875034521496485,0.65625,0.5034722222222222
40,1.083699865946694,0.6656746031746031,0.5069444444444444
41,1.0839351529166812,0.6646825396825397,0.5173611111111112
42,1.081138775462196,0.6646825396825397,0.4930555555555556
43,1.0812597918131994,0.6656746031746031,0.5138888888888888
44,1.0775368346108332,0.6693948412698413,0.5
45,1.0764074306639413,0.6731150793650794,0.4479166666666667
46,1.0793018587051877,0.6671626984126984,0.5277777777777778
47,1.082435585203625,0.660218253968254,0.4861111111111111
48,1.0746440641463748,0.6708829365079365,0.5104166666666666
49,1.0704200021804324,0.6753472222222222,0.4652777777777778
50,1.0689776530341497,0.6760912698412699,0.4930555555555556
51,1.0658495880308605,0.6827876984126984,0.5243055555555556
52,1.0710666577021282,0.6743551587301587,0.5173611111111112
53,1.0700678976755293,0.6773313492063492,0.5173611111111112
54,1.0599879026412964,0.6865079365079365,0.5347222222222222
55,1.0648112315980216,0.683531746031746,0.5347222222222222
56,1.0606757459186373,0.6887400793650794,0.5381944444444444
57,1.0710959396665058,0.6716269841269841,0.5173611111111112
