epoch,train_loss,train_accuracy,test_accuracy
1,1.3804909785588582,0.2721354166666667,0.3055555555555556
2,1.3504505025015936,0.3454861111111111,0.3472222222222222
3,1.329576399591234,0.37890625,0.3645833333333333
4,1.3095588684082031,0.42578125,0.3880208333333333
5,1.289828684594896,0.4505208333333333,0.4123263888888889
6,1.2762639787462022,0.4700520833333333,0.4231770833333333
7,1.2568390236960516,0.48828125,0.4535590277777778
8,1.2412230968475342,0.5060763888888888,0.4353298611111111
9,1.2346956862343683,0.5104166666666666,0.4800347222222222
10,1.2191908889346652,0.53125,0.4787326388888889
11,1.2128825452592638,0.5416666666666666,0.4939236111111111
12,1.2022803094651964,0.5494791666666666,0.4913194444444444
13,1.19415635532803,0.5551215277777778,0.5004340277777778
14,1.1877818240059748,0.5651041666666666,0.4939236111111111
15,1.1883517768647935,0.5572916666666666,0.51171875
16,1.1720169650183783,0.5855034722222222,0.51171875
17,1.1660243802600436,0.5980902777777778,0.5238715277777778
18,1.159915394253201,0.5967881944444444,0.5212673611111112
19,1.1537324322594538,0.5967881944444444,0.5169270833333334
20,1.1508989334106445,0.6111111111111112,0.5190972222222222
21,1.1502726872762044,0.5963541666666666,0.5373263888888888
22,1.140726645787557,0.6098090277777778,0.5338541666666666
23,1.1303892797893949,0.6345486111111112,0.53515625
24,1.125831060939365,0.63671875,0.5416666666666666
25,1.123760011461046,0.6345486111111112,0.5494791666666666
26,1.1290000412199233,0.6384548611111112,0.5577256944444444
27,1.1152875820795696,0.6475694444444444,0.5390625
28,1.1134978135426838,0.6527777777777778,0.5490451388888888
29,1.1132971445719402,0.6449652777777778,0.5407986111111112
30,1.0992291635937161,0.6597222222222222,0.5629340277777778
31,1.091282500161065,0.6657986111111112,0.5685763888888888
32,1.0963542461395264,0.6710069444444444,0.5616319444444444
33,1.092460658815172,0.6671006944444444,0.5729166666666666
34,1.0905950731701322,0.6649305555555556,0.5707465277777778
35,1.0907276074091594,0.6705729166666666,0.5690104166666666
36,1.0863583352830675,0.6792534722222222,0.53515625
37,1.0804365475972493,0.6883680555555556,0.5737847222222222
38,1.0755019982655842,0.6801215277777778,0.5633680555555556
39,1.0788962178760104,0.6853298611111112,0.5625
40,1.0645981364780002,0.69921875,0.5746527777777778
41,1.072617769241333,0.6883680555555556,0.5703125
42,1.0688112311893039,0.6901041666666666,0.5776909722222222
43,1.0682853725221422,0.6827256944444444,0.5581597222222222
44,1.0615329874886408,0.7009548611111112,0.5798611111111112
45,1.0645319355858698,0.7009548611111112,0.5737847222222222
46,1.0632004605399237,0.703125,0.5807291666666666
47,1.0652906497319539,0.6974826388888888,0.5659722222222222
48,1.0558829307556152,0.703125,0.5837673611111112
49,1.0541212691201105,0.7113715277777778,0.5811631944444444
50,1.0500286950005426,0.7122395833333334,0.5907118055555556
51,1.0471696986092462,0.71875,0.5720486111111112
52,1.046236726972792,0.7165798611111112,0.5794270833333334
53,1.0424423615137737,0.7174479166666666,0.5946180555555556
54,1.0357011689080133,0.7278645833333334,0.5824652777777778
55,1.0373163885540433,0.7174479166666666,0.5989583333333334
56,1.0386103789011638,0.7265625,0.5811631944444444
57,1.038739350106981,0.7261284722222222,0.59375
58,1.035971138212416,0.7296006944444444,0.5729166666666666
59,1.0333501232994928,0.7269965277777778,0.5868055555555556
60,1.0449596775902643,0.7087673611111112,0.5598958333333334
61,1.0329559511608548,0.7235243055555556,0.5776909722222222
62,1.0357316533724468,0.7317708333333334,0.5746527777777778
63,1.0222450362311468,0.7465277777777778,0.5933159722222222
64,1.0260017580456204,0.7356770833333334,0.5603298611111112
65,1.0306585894690619,0.7309027777777778,0.5859375
66,1.023208373122745,0.7213541666666666,0.5954861111111112
67,1.0136648151609633,0.7495659722222222,0.59375
68,1.019924971792433,0.7391493055555556,0.5885416666666666
69,1.0189709729618497,0.7339409722222222,0.5915798611111112
70,1.0123561951849196,0.7552083333333334,0.58984375
71,1.0123403999540541,0.7478298611111112,0.5993923611111112
72,1.0106284485922918,0.75,0.6028645833333334
73,1.0147822168138292,0.7530381944444444,0.59765625
74,1.0138549738460116,0.7391493055555556,0.5998263888888888
75,1.0159048835436504,0.7391493055555556,0.59375
76,1.01391996939977,0.7391493055555556,0.5933159722222222
77,1.0031429992781744,0.7573784722222222,0.578125
78,1.0025343232684665,0.7565104166666666,0.6024305555555556
79,1.0075146158536274,0.7486979166666666,0.5989583333333334
80,1.0125916202863057,0.7456597222222222,0.5859375
81,1.0041703979174297,0.7543402777777778,0.6059027777777778
82,0.9916753504011366,0.7769097222222222,0.59375
83,0.9979833629396226,0.7586805555555556,0.5972222222222222
84,0.9949300951427884,0.7712673611111112,0.5972222222222222
85,1.001059763961368,0.7495659722222222,0.6106770833333334
86,0.995277378294203,0.7591145833333334,0.5946180555555556
87,0.9979949063724942,0.7591145833333334,0.6019965277777778
88,0.9977930519315932,0.7595486111111112,0.6050347222222222
89,0.9949495063887702,0.7586805555555556,0.6002604166666666
90,1.0099151531855266,0.73828125,0.6037326388888888
91,0.9976716571384006,0.7625868055555556,0.5950520833333334
92,0.9893277883529663,0.7690972222222222,0.58984375
93,0.9995316796832614,0.7591145833333334,0.5915798611111112
94,0.995356924004025,0.7586805555555556,0.6106770833333334
95,0.9891579349835714,0.7730034722222222,0.6072048611111112
96,0.988185789850023,0.76953125,0.6063368055555556
97,0.9859133627679613,0.7677951388888888,0.6028645833333334
98,0.9852334459622701,0.7769097222222222,0.5985243055555556
99,0.9849083622296652,0.7717013888888888,0.6019965277777778
100,0.9917810691727532,0.7660590277777778,0.5985243055555556
101,0.9821788536177741,0.7782118055555556,0.59765625
102,0.982633133729299,0.7777777777777778,0.6041666666666666
103,0.9849113424619039,0.7664930555555556,0.5894097222222222
104,0.9894229372342428,0.7686631944444444,0.6041666666666666
105,0.986663454108768,0.7673611111111112,0.6037326388888888
106,0.9778705437978109,0.7842881944444444,0.5967881944444444
107,0.9851735962761773,0.7677951388888888,0.6006944444444444
108,0.9701671931478713,0.7886284722222222,0.5972222222222222
109,0.9756888283623589,0.7808159722222222,0.6024305555555556
110,0.9782559275627136,0.7786458333333334,0.6015625
111,0.9760534233517117,0.7782118055555556,0.5998263888888888
112,0.976443330446879,0.7777777777777778,0.5985243055555556
113,0.9798907902505662,0.7712673611111112,0.5972222222222222
114,0.9778390791681077,0.7769097222222222,0.60546875
115,0.9830812679396735,0.7682291666666666,0.5972222222222222
116,0.9773255387941996,0.7829861111111112,0.6102430555555556
117,0.982353561454349,0.7673611111111112,0.59375
118,0.9861336482895745,0.7682291666666666,0.6106770833333334
119,0.9714695943726434,0.7825520833333334,0.6106770833333334
120,0.972356743282742,0.7855902777777778,0.5998263888888888
121,0.9663901792632209,0.7973090277777778,0.6059027777777778
122,0.9776600665516324,0.7717013888888888,0.6041666666666666
123,0.9575869176122878,0.8090277777777778,0.6080729166666666
124,0.9653367201487223,0.7877604166666666,0.5989583333333334
125,0.9623716274897257,0.7855902777777778,0.6141493055555556
126,0.9668416115972731,0.7890625,0.609375
127,0.9636617832713656,0.7947048611111112,0.6150173611111112
128,0.9720581571261088,0.7790798611111112,0.6102430555555556
129,0.9676394793722365,0.7894965277777778,0.6019965277777778
130,0.9663443366686503,0.7877604166666666,0.6223958333333334
131,0.9699451923370361,0.7868923611111112,0.6206597222222222
132,0.9588708877563477,0.796875,0.6028645833333334
133,0.9661662313673232,0.7890625,0.6002604166666666
134,0.9663822319772508,0.7834201388888888,0.6102430555555556
135,0.966515044371287,0.7842881944444444,0.6111111111111112
136,0.9633909662564596,0.7907986111111112,0.6245659722222222
137,0.9592157536082797,0.8012152777777778,0.6137152777777778
138,0.9642635385195414,0.7864583333333334,0.6076388888888888
139,0.9688791433970133,0.7855902777777778,0.6158854166666666
140,0.9675399528609382,0.7855902777777778,0.6011284722222222
141,0.9584759208891127,0.7981770833333334,0.6076388888888888
142,0.9666909707917107,0.7899305555555556,0.6063368055555556
143,0.9682577715979682,0.7868923611111112,0.6180555555555556
144,0.9691269199053446,0.7803819444444444,0.6193576388888888
145,0.9662746323479546,0.7881944444444444,0.58984375
146,0.9707680212126838,0.7847222222222222,0.609375
147,0.9647438592380948,0.7955729166666666,0.6176215277777778
148,0.9649628003438314,0.7873263888888888,0.6098090277777778
149,0.9641728533638848,0.7873263888888888,0.6015625
150,0.9640037881003486,0.7834201388888888,0.6119791666666666
151,0.9584654635853238,0.7942708333333334,0.60546875
152,0.9628451863924662,0.7881944444444444,0.6215277777777778
153,0.963271352979872,0.7855902777777778,0.6080729166666666
154,0.9635100629594591,0.7886284722222222,0.5868055555555556
155,0.9589387708240085,0.7938368055555556,0.6258680555555556
156,0.9644961886935763,0.7903645833333334,0.6067708333333334
157,0.9597491953108046,0.7951388888888888,0.6072048611111112
158,0.961210396554735,0.7934027777777778,0.6028645833333334
159,0.9568303426106771,0.7960069444444444,0.6128472222222222
160,0.9514124989509583,0.8038194444444444,0.5972222222222222
161,0.9551778634389242,0.7955729166666666,0.6076388888888888
162,0.9468824134932624,0.8059895833333334,0.6050347222222222
163,0.950909243689643,0.8020833333333334,0.6032986111111112
164,0.9685328006744385,0.7786458333333334,0.6137152777777778
165,0.946149210135142,0.8051215277777778,0.6119791666666666
166,0.9609348575274149,0.7912326388888888,0.6154513888888888
167,0.9498551819059584,0.8046875,0.6019965277777778
168,0.9562419917848375,0.79296875,0.6106770833333334
169,0.9526532954639859,0.7981770833333334,0.6163194444444444
170,0.9479123817549812,0.8038194444444444,0.6128472222222222
